strength,heat,stability,workability,corrosion,quantum_drift
22.570910395909628,28.382121624347377,0.7579458397428578,5.4900259635901065,48.70644830341868,0.4228302199513903
19.07927380966146,17.297092599513682,2.4713640297750965,7.888591643667907,49.491461822368194,0.7843096868999443
36.62780979344399,12.277108393052973,8.485083781497373,4.433430767694515,49.65001377036781,-0.6284085836467742
18.475406412872864,10.231095396932734,4.77671633102893,12.124182406823149,49.82362583551756,0.09871689823976489
19.697941025874822,19.353106576925555,4.152003204250058,5.009615189098918,48.453419044063615,0.3705506793734557
29.097952154200303,15.120821590567502,4.404340527791013,4.423678818043073,49.02681552882113,-0.26731206974571675
28.483683559985508,11.002970506168595,8.076066977510365,5.55872396260512,48.880998196275826,0.40337415160119217
23.55241117858536,11.938939282033807,4.7686254222380775,3.468590856431562,49.411599924254276,0.3365994854588064
19.16887813656979,21.705007574959613,4.00706648375879,8.137549277262096,49.11274843051672,-0.7645656562972222
35.77284292136881,0.354807829466127,8.618758692992898,2.7802846185678507,49.662081035972484,-0.2353726747085039
21.876586493182618,16.54473583275243,2.699772984698148,6.535152942694327,49.48542869717942,0.694462978628026
18.16919635909164,29.974328088539878,2.198717589588345,6.061572251764995,48.3163587151041,-1.0186108163105816
16.197108928685257,22.123556095390015,2.795670665015287,9.047444481947878,48.965339093211576,0.2903917958992897
33.86099737729934,7.0054531305090855,6.606045722245687,5.204245268738009,49.37469472164416,-0.3429428412502069
15.967421595262486,31.239925896855475,2.5124239088188363,8.32349946281591,48.40452653230184,0.6027411830409063
29.881244815411343,13.431276745120424,5.939915530356528,4.117186582370163,48.56947339441415,-0.25974228472021804
15.490669213219503,25.813174304247767,4.537791028781686,9.61728926176821,49.11087358726338,-0.5358902982564996
16.337490533881965,22.61837955952691,4.073149541469508,8.944262940509585,48.92597115994804,-0.7746971411860185
15.562636969755324,8.547560656460508,4.336624684658252,12.561410197025912,49.78431993627448,0.2170750969664762
16.0143808536502,28.660745860715565,4.154264655705629,9.990794853957581,49.12944982832143,0.7867891660242572
16.790554342067164,23.45618011093532,3.381406789331523,8.898118404861368,48.997762101135535,0.24581049988349746
29.3752242581127,14.626512082155102,4.0971782107369075,4.125860321457651,49.43157871474577,0.4715291263267167
34.2156480865124,23.850501411378,3.1146390791235774,3.7706474362054125,48.65938963669597,0.4999109956152576
24.83507494687154,33.77767541236816,0.3152278639536812,5.0515880689328645,48.023018610610016,-1.259746722499573
19.031700261439255,18.04913367874515,3.808275658268463,7.211498980518277,49.125119386245395,-0.34167780783787544
32.766308217996055,8.419893585531621,3.4488647778190997,3.851396840089598,49.42705144418112,0.17280963485808798
27.933312024342747,7.165747796076937,7.273438408370472,6.113893931702947,48.939092896048244,0.33185862504718544
31.129126070325675,21.677712010871655,2.4250428334552194,3.420076165123928,48.65071378096379,0.7957783061356235
31.492706266618704,16.95930023900795,5.074695294830378,4.042802653324335,49.438852021044504,0.7551032114320504
18.385636618668904,6.05905330163431,6.559880739503301,4.960598961187852,49.74296526005261,0.07110689361485649
15.985341486625437,12.066606352962694,5.656385329077229,10.873046803587586,49.76886841634764,0.11214674358825139
30.314171735458316,6.054800672373995,6.379769953015024,5.392852927631555,49.77881248295021,0.023338430643235236
32.768974728482796,8.953435107383587,7.58063891093397,5.122820494243271,48.92186307757472,-0.08602869518660239
19.685022362451058,16.240821391757777,6.970966726103452,5.22755075648256,48.86386727623911,-0.0066990439625226
18.980161208683555,14.399615089566392,6.2064913064466065,9.377212303411643,49.771539227131655,-0.10672874657486789
26.99450936176458,22.24054020232152,1.5426339125726973,4.848714948387619,48.88355066707136,0.570222063358281
16.071237704064963,16.89110696772443,2.656227028779007,7.424442354711016,49.563885279594324,0.06709426820233934
32.411773859209006,2.059268511284189,6.587816651494177,5.616734601614471,49.37421273105636,-0.0805587010840846
17.58167677031541,15.644313079107997,5.268577957426027,9.289046899335164,49.7594719110468,-0.5048699472681923
23.40798349148696,21.33058065566206,4.433646778254274,8.127942630118454,49.00442666161368,-0.07983650639420513
33.01535174532442,17.584619651620258,6.372242542007635,3.9536373887710288,48.308781011144156,-0.551559846090396
22.036384581819124,8.371598352674313,4.895707803256597,3.3914899567822134,49.45844277804669,0.28909489995396975
18.138799475166877,22.61837955952691,4.073149541469508,8.944262940509585,48.92597115994804,0.9458541071936086
21.30864355073413,11.733859728578416,2.1115607026603587,6.954040570128779,49.543642829356,-0.7032523882025598
33.548443103849394,8.283789734474531,4.563438726981422,3.4907390502723317,49.48822305542724,-0.11882369561324446
23.43066745298865,16.46435276606011,3.9221284554996148,6.67787163330147,49.51819957193974,-0.15001866373564068
15.770588275505528,14.123393013886723,5.540126379110471,11.66937651929009,49.6862247871999,-0.2667515740293259
19.985447888164064,5.640609359350825,6.61913855999604,5.068350248536879,49.65814089521661,0.4091279272697391
25.60979123658069,21.94759379160382,3.3547537836136327,3.211278728697037,48.639461934983785,0.7032622289531131
19.412318920093583,18.117457716278246,5.311631878845452,9.712219261421788,49.66972638320181,0.058586167962254736
28.51630859996694,15.735132951319583,5.3163442735782525,4.273709376860045,49.007268829519,0.4602012011727211
16.91489441039014,12.263099362089003,2.1208658827484115,8.358134369482118,49.52076010916095,0.29820239137874294
32.75785729114517,26.948965461160554,4.45524024772026,3.6529053643336686,47.43957309895063,0.1784859373798994
19.630453001517385,11.236057063693305,5.736441064672061,10.290984928754302,49.65529872731129,0.38729887957769177
21.750399554448187,6.640668922511446,8.16305751802404,4.49493978935117,49.86522489573252,0.33982998681676196
18.392086273647653,12.661005442231831,5.805618181134282,8.804517112055326,49.811539676433824,0.4541273707007165
17.406851598668077,10.19111042345626,5.016915750238557,13.23756086319506,49.815878512201714,-0.24758663175055076
