strength,heat,stability,workability,corrosion,quantum_drift,cluster,cluster_name,score_catalyst,score_super,score_struct,score_high_temp,score_outer,score
53.66569373519066,10.292420344519886,7.170459532140022,1.9348948420109668,48.58213915248101,0.5391606542450633,2,Cluster2,-0.402682843349063,16.275640008875094,122.69412628660622,54.31856676165259,103.65185033404849,153.09885345611218
48.84010635336882,11.614745027980227,7.681520331827098,2.266013697129939,48.20330141014643,0.2432083957858777,2,Cluster2,-7.820408902061652,14.607936618091133,114.76665732268253,55.209459366579026,103.64638353190132,145.80868739031084
45.35981509704962,1.8984885953559965,9.029568116846164,3.092326095579355,49.24160267037418,-0.0807319230582742,2,Cluster2,25.30696135079981,36.29621120703895,105.13249474398819,35.466086894553825,107.63647854254046,132.24870342464297
39.3022873538546,13.801027526958476,7.1391081222419785,3.5472988921057365,49.01025848995969,-0.5862681544914814,2,Cluster2,-19.754540081710942,1.637159631562458,95.62748250005993,54.0991727758405,106.91101937919896,128.8067749545719
40.0691785475361,12.20882106276597,5.698336372396492,3.252769150130254,49.40034807827427,-0.1962212941572225,2,Cluster2,-16.409284191044694,5.4438495397713105,94.59405089089269,50.05245712461787,106.52901806794216,127.02502003647794
37.80870393021158,9.429536836585177,8.868610154573432,4.28510056505659,49.63143752930976,-0.4389859567312247,2,Cluster2,-3.9134589381752267,14.270610947232502,93.19610555384466,46.41254281448396,110.12483098349111,124.8691430193204
36.62780979344399,12.277108393052972,8.485083781497373,4.433430767694515,49.65001377036781,-0.6284085836467742,2,Cluster2,-14.285664946525714,5.7025870044366025,91.49339087201375,51.039001172501926,110.19271558302609,124.6736673375714
32.75785729114517,26.948965461160554,4.45524024772026,3.6529053643336686,47.43957309895063,0.1784859373798994,1,Cluster1,-72.9517524086294,-30.036409280347197,85.4945717470711,74.64285684692402,102.5861243682619,124.51529370929353
34.2156480865124,23.850501411378,3.1146390791235774,3.770647436205413,48.65938963669597,0.4999109956152576,1,Cluster1,-61.75455883059746,-28.363188586174708,84.52859450178391,67.67351044732814,104.53206996726185,122.66886374392362
32.7242096055817,19.5825008784462,6.285658958809556,4.282233459125072,48.99122297375288,0.2679163368491613,1,Cluster1,-45.08724030241381,-12.37490973127573,84.40024175175168,61.67880735006823,107.54862561559816,120.82822040741375
37.23072644287248,6.226477609488276,8.402426125005055,4.192529506383897,49.74455330799892,-0.1885187460043445,2,Cluster2,5.790673951245366,21.459110284435045,89.98981213199234,39.37648519241567,109.97911393807622,120.07159234392788
33.01535174532442,17.584619651620258,6.372242542007635,3.9536373887710288,48.30878101114416,-0.551559846090396,1,Cluster1,-37.01157082772987,-10.329557115286203,83.82981728338002,57.77337779486516,105.73413937644868,118.75333630914776
29.834637523571264,22.22621802797201,6.751072599576403,4.888801137782,49.06246345988652,0.5740673783525237,1,Cluster1,-54.40116960148243,-20.625511121825774,80.33492558214061,65.8337937281298,108.83366492623423,118.42366689496087
32.06520111715745,18.93819217841648,5.782528303146627,4.36972155253185,48.89415305082984,-0.214296918912375,1,Cluster1,-43.8256530059952,-11.99310254325998,82.0589938593307,59.58436475910212,107.23415258203077,118.16002725021978
26.372749953409087,32.526584405706295,4.450731098130742,4.722397165455493,47.473201827819416,0.1906212457298971,0,Cluster0,-95.63407560794705,-44.49030160428574,75.49426751113754,82.59496426338293,104.25536495288745,117.85535921062815
34.199352653359284,15.056392619233767,5.314809999320433,3.3556118912498363,49.41892431933232,-0.7884154212268693,2,Cluster2,-27.917641577637507,-8.69081228296198,83.11070119408923,52.133063853854175,106.5286714751996,117.02616560899719
33.29846674063112,14.909989436091712,6.354708623853595,3.70658334478926,49.0688351803199,0.5323542560126197,2,Cluster2,-27.58395826411398,-4.72016230226163,83.05163687907586,52.55774373834627,106.87489968975048,116.89434085967629
